Date,XU100,THYAO,PGSUS,AKBNK,GARAN,EREGL,KRDMD,ASELS,OTKAR,BIMAS,MGROS,TUPRS,ENJSA
2021-12-30,2341048300.0,78655206.0,7712250.0,97992400.0,235220932.0,159649094.0,93061888.0,57873860.0,844140.0,17465376.0,1214023.0,22036889.0,4100089.0
2021-12-31,1586782500.0,64484158.0,6632047.0,51493549.0,140695710.0,103505274.0,52743945.0,38037822.0,621240.0,13631008.0,1842799.0,22625211.0,4751215.0
2022-01-03,2294101600.0,95392160.0,9580931.0,94514821.0,169236298.0,94109450.0,84765038.0,61064146.0,1001355.0,26399264.0,2503974.0,39196843.0,8480224.0
2022-01-04,3089629800.0,139700845.0,17896400.0,121714202.0,183862957.0,149017428.0,132971219.0,106163426.0,1447065.0,36482818.0,5842711.0,50476923.0,6636526.0
2022-01-05,2388007800.0,124793460.0,12819352.0,83950950.0,164659874.0,172086494.0,117112687.0,89890050.0,830635.0,24701394.0,5645873.0,43477014.0,8759398.0
2022-01-06,2926993600.0,145559800.0,9740325.0,115505011.0,223955311.0,179010232.0,183619934.0,118434816.0,769185.0,15151610.0,3608043.0,47209372.0,6781884.0
2022-01-07,3497541200.0,117635270.0,9323545.0,151522796.0,388789472.0,245508184.0,253686665.0,64605930.0,863280.0,24950392.0,3937386.0,33196226.0,7374263.0
2022-01-10,3135730300.0,166191051.0,13957684.0,104575255.0,226449293.0,135195022.0,174261406.0,143423396.0,1136285.0,17355000.0,2740042.0,38465021.0,3617352.0
2022-01-11,3872105300.0,177252137.0,11779872.0,176004201.0,230410361.0,333376636.0,508629409.0,118264414.0,1026585.0,17696172.0,4152413.0,36883476.0,6265779.0
2022-01-12,3254102400.0,104750771.0,8795900.0,144694957.0,166235208.0,162013986.0,554942743.0,71043126.0,893125.0,15690526.0,6259329.0,26342064.0,6001552.0
2022-01-13,3395597800.0,176333677.0,20328826.0,179560357.0,177638969.0,145795422.0,538259029.0,150168774.0,1887900.0,13587138.0,2960857.0,33214853.0,5084094.0
2022-01-14,3212724900.0,147006146.0,10746110.0,136876364.0,118345939.0,103910286.0,303271255.0,76699158.0,1353910.0,12085604.0,2703768.0,22866207.0,4691320.0
2022-01-17,3852414900.0,97173460.0,7981572.0,361919287.0,206368074.0,92766612.0,188647963.0,103946860.0,1187345.0,12325088.0,3199537.0,26540045.0,4890566.0
2022-01-18,4150695000.0,113983246.0,9255168.0,269355957.0,314908728.0,117793866.0,224481062.0,74117382.0,2492415.0,11169322.0,3765831.0,20200131.0,4295048.0
2022-01-19,4919945200.0,162000622.0,14522333.0,229385818.0,266284829.0,133616144.0,319592941.0,105702304.0,1711075.0,21849622.0,2792011.0,39627469.0,6691002.0
2022-01-20,5447906900.0,168388097.0,12276951.0,285889396.0,316515563.0,119711638.0,358463212.0,87775316.0,2397870.0,17052572.0,3331361.0,36454110.0,5433621.0
2022-01-21,3146605300.0,114612119.0,7120968.0,137583877.0,156826318.0,95641868.0,244977502.0,55845374.0,2069165.0,12738890.0,2345509.0,35833490.0,3229687.0
